"Sheet Type","Opus ID","Client Name",Status,"Billing Modality KPI","Service Type Billing","License Billing","BTRC Letter","Security Coverage","Payment Plan","Other Upstream","S&M KAM","Team Name","Collection KAM","Collection Supervisor","NTTN Billing KAM","IIG/ITC Billing KAM","NTTN Billing Commencement Date","IIG/ITC Billing Commencement Date","Agreement Status","BTRC License Discontinuation Date",Legal,"Service Discontinuation Date"
Live,012204580,"Ramdia Online",Active,Pre-paid,"NTTN, IIG",Divisional,,1,,Yes,Ashak-A-Mahbub,"Team Abid",Hasan,"CS Shehave",Ejaz,Tawhid,2020-10-17,2020-11-30,Done,2024-12-16,No,
Live,012104732,"Ramss Net",Active,Pre-paid,"NTTN, IIG","Category - C",,1,,No,"Toukir Azam Chowdhury","Team Sujon",Shohag,"CS Mithun",Nayeemur,Monira,,2022-03-01,Done,2024-10-27,No,
Live,012103039,"Ranks ITT Ltd.",Active,Post-paid,"NTTN, IIG",Nationwide,,1,,Yes,"Umaya Afrin Priya","Team Mitul",Shohag,"CS Mithun",Tanim,Aftab,2012-06-30,2024-07-01,Done,2028-09-12,No,
Live,082103126,"Ranks Telecom Limited",Active,Post-paid,NTTN,IGW,,1,,Yes,"Umaya Afrin Priya","Team Mitul",Shohag,"CS Mithun",Tanim,N/A,2011-11-04,,Done,2027-02-11,No,
Live,012104820,"Rapid Broadband",Active,Pre-paid,"NTTN, IIG","Category - A",,1,,No,"Jannatul Nayem","Team Mitul",Anik,"CS Tarikul",N/A,Mahbub,,2021-10-11,Done,2023-10-27,No,
Live,012312895,"Rapid Network",Active,Pre-paid,"NTTN, IIG",District,,0.73372655641745776,,Yes,"Md. Mahin Alam","Team Abid",Anik,"CS Tarikul",Waly,Mahbub,2024-06-13,2024-06-03,Done,2026-11-14,No,
Live,012209494,"Ray Communications",Active,Pre-paid,"NTTN, IIG",District,,1,,No,"Md. Shamrat Shahriar","Team Ryhan",Anik,"CS Tarikul",Tanim,Mahbub,2022-09-01,2022-09-01,Done,2027-09-19,No,
Live,012209458,"Ray Internet Service Provider",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,No,Ashak-A-Mahbub,"Team Abid",Shareef,"CS Tarikul",Waly,Mahbub,2022-09-01,2022-09-01,Done,2027-05-30,No,
Live,012518349,"Razib Communication",Active,Pre-paid,"NTTN, IIG",Upazila/Thana,,1,,Yes,"Md. Mahin Alam","Team Abid",Sarwar,"CS Azim",Nayeemur,Mahbub,,2025-09-10,WIP,2027-04-03,No,
Live,012209529,"Real Station Broadband",Active,Pre-paid,IIG,"Thana - ISP",,1,,No,"Kawsar Ahammed Siddiki","Team Israfil",Anik,"CS Tarikul",,Monira,,2024-01-01,Done,2022-04-04,No,
Live,012003292,"Red Data (Pvt.) Limited",Active,Post-paid,NTTN,Nationwide,,1,,Yes,"Md Mohsin Sujon","Team Sujon",Sarwar,"CS Azim",Waly,N/A,2017-04-01,,Done,2027-09-16,No,
Live,012004545,"Red Network Ltd.",Active,Pre+Post-paid,"NTTN, IIG",Divisional,,0.88911514018109916,,Yes,"SK Sanaullah","Team Ryhan",Anik,"CS Tarikul",Ejaz,Aftab,2019-09-23,2019-09-30,Done,2024-09-04,No,
Live,112209451,"Rego Communications Ltd.",Active,Post-paid,"NTTN, ITC",IIG,,1,Yes,Yes,"Abu Talha Shawon","Team Talha",Khairul,"CS Tarikul",Ejaz,Jubayar,2012-10-18,2022-07-02,Done,2027-04-11,No,
Live,012207221,"Relation Cable Network",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,Yes,"Tasnim Rahman Nafis","Team Sakib",Asif,"CS Shehave",Ejaz,Monira,2025-03-22,2025-03-22,Done,2023-03-27,No,
Live,012317062,"Relax Internet Network",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,0.63262771092835901,,No,"K.M. Mazharul Islam","Team Mosabbir",Asif,"CS Shehave",Waly,Monira,2023-08-31,2023-08-31,Done,2028-02-06,No,
Live,012206962,"Renaissance Online Cyber Cafe",Active,Pre-paid,"NTTN, IIG",District,,1,,Yes,"Sadia Nowshin Farin","Team Talha",Hasan,"CS Shehave",Waly,Monira,2021-03-23,2021-03-23,Done,2026-08-02,No,
Live,012104719,"Right Net",Active,Pre-paid,"NTTN, IIG",Upazila/Thana,,0.89809603640282598,,No,"Md.Noor Hossain","Team Israfil",Khairul,"CS Tarikul",Nayeemur,Monira,,2026-03-01,,,No,
Live,012212861,"Rightway Broadband",Active,Pre-paid,"NTTN, IIG",District,,1,,No,"Sadia Nowshin Farin","Team Talha",Shohag,"CS Mithun",Ejaz,Monira,,2025-04-01,Done,2026-10-30,No,
Live,042003064,"Ring Tech (Bangladesh) Ltd",Active,Post-paid,NTTN,ICX,,0.5,,No,"Jannatul Nayem","Team Mitul",Shohag,"CS Mithun",Tanim,N/A,2014-06-01,,Done,2027-04-11,No,
Live,012209347,"Rising BD.Com",Active,Pre-paid,"NTTN, IIG",District,,1,,No,"Jibeshwar Purakayastha","Team Talha",Shareef,"CS Tarikul",Waly,Monira,2024-09-13,2024-09-13,Done,2027-05-23,No,
Live,022518311,"Riya Satellite Cable Network",Active,Pre-paid,NTTN,"Cable TV",,1,,No,"K.M. Mazharul Islam","Team Mosabbir",Hasnat,"CS Azim",Ejaz,N/A,,,WIP,2026-12-31,No,
Live,012209393,"RM Communication Limited",Active,Pre-paid,"NTTN, IIG",Divisional,,1,,No,"Md.Israfil Khan","Team Israfil",Ehsanul,"CS Mithun",Ejaz,Monira,,2025-09-27,Done,2024-02-05,No,
Live,012304795,"Rocket Internet Service",Active,Pre-paid,IIG,Upazila/Thana,,1,,Yes,"Md. Mahin Alam","Team Abid",Shehave,"CS Shehave",N/A,Monira,,2025-12-31,,,No,
Live,012104830,"Rodela Online",Active,Pre-paid,"NTTN, IIG",Upazila/Thana,,1,,No,"Asif Ahamed Dipu","Team Ryhan",Khairul,"CS Tarikul",Nayeemur,Monira,,2026-02-01,,,No,
Live,012004596,"Romance Cable Network",Active,Pre-paid,"NTTN, IIG",Divisional,,1,,No,"Md. Shamrat Shahriar","Team Ryhan",Ehsanul,"CS Mithun",Tanim,Aftab,2020-06-01,2020-06-01,Expired,2018-06-29,No,
Live,012106884,"Rony Online Communication",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,Yes,"Md. Taher Bin Hossain","Team Israfil",Sarwar,"CS Azim",Waly,Monira,2024-09-01,2024-09-01,Done,2028-02-17,No,
Live,012104831,"Roshni Communication",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,No,"Md. Mustafijur Rahman Shishir","Team Mitul",Asif,"CS Shehave",Ejaz,Mahbub,,2025-06-02,Done,2028-01-05,No,
Live,012203162,"Royal Green Limited",Active,Post-paid,"NTTN, IIG",Nationwide,,1,,Yes,"Toukir Azam Chowdhury","Team Sujon",Mehedi,"CS Azim",Ejaz,Monira,,2025-09-25,,,No,
Live,012004538,Royalnet,Active,Pre-paid,"NTTN, IIG",Divisional,,1,,No,"SK Sanaullah","Team Ryhan",Hasan,"CS Shehave",Ejaz,Tawhid,2019-09-08,2019-09-30,Done,2024-08-20,No,
Live,012209496,"RSI Net",Active,Pre-paid,"NTTN, IIG",District,,1,,No,"Toukir Azam Chowdhury","Team Sujon",Anik,"CS Tarikul",Waly,Mahbub,2023-06-27,2023-06-27,Done,2027-05-17,No,
Live,012204502,"Rumel IT",Active,Pre+Post-paid,"NTTN, IIG",Divisional,,1,,No,"Md. Mostafizur Rahman","Team Fahad",Hasan,"CS Shehave",Nayeemur,Aftab,2019-06-30,2019-06-30,Done,2023-12-16,No,
Live,012207205,"Rupganj Online",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,Yes,"Md. Mahin Alam","Team Abid",Asif,"CS Shehave",Ejaz,Mahbub,,2025-05-22,Done,2026-11-27,No,
Live,012312900,"Ruppur Communication Network",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,No,"Md. Sohel Rana","Team Jahirul",Shareef,"CS Tarikul",Waly,Mahbub,2024-10-16,2023-01-19,Done,2027-06-21,No,
Live,012203350,"Rural Development Project Network",Active,Pre-paid,"NTTN, IIG",Divisional,,1,,Yes,"Md. Mahin Alam","Team Abid",Hasan,"CS Shehave",Waly,Aftab,,2025-03-06,Done,2023-01-22,No,
Live,012204552,"RV Cyber World",Active,Pre-paid,NTTN,Divisional,,1,,Yes,"Mushfek Arefin","Team Mosabbir",Sarwar,"CS Azim",Ejaz,N/A,2020-03-03,,Done,2024-09-21,No,
Live,042303050,"S R Telecom Ltd.",Active,Post-paid,NTTN,ICX,,1,,No,"Mosabbir Hussain","Team Mosabbir",Shareef,"CS Tarikul",Tanim,N/A,2017-01-17,,Done,2027-04-12,No,
Live,012318162,"S&S Communication",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,No,"Mollick Tanzim Akhtar","Team Mosabbir",Hasnat,"CS Azim",Ejaz,Monira,2024-08-16,2023-12-15,Done,2027-01-10,No,
Live,012618379,"S.K Broadband Internet Service",Active,Pre-paid,"NTTN, IIG",Upazila/Thana,,0,,No,"Md. Shamrat Shahriar","Team Ryhan",Hasnat,"CS Azim",Nayeemur,Tawhid,,2026-05-04,,,No,
Live,012418232,"S.K. Network & Communications",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,No,"Md.Mominul Islam","Team Fahad",Ehsanul,"CS Mithun",Nayeemur,Monira,2024-07-16,2024-07-16,Done,2024-02-19,No,
Live,012312961,"Sadat Internet Service",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,No,"Umaya Afrin Priya","Team Mitul",Asif,"CS Shehave",Nayeemur,Mahbub,2023-04-01,2023-04-01,Done,2027-04-03,No,
Live,012312888,"Sajeda Network",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,No,"Abu Talha Shawon","Team Talha",Ehsanul,"CS Mithun",Ejaz,Tawhid,2024-02-01,2024-02-01,Done,2024-01-29,No,
Live,012203387,"Salt Sync",Active,Pre+Post-paid,"NTTN, IIG",Divisional,,1,,Yes,"SK Sanaullah","Team Ryhan",Hasan,"CS Shehave",Ejaz,Aftab,2018-06-02,2018-07-01,Done,2023-11-05,No,
Live,012204564,"SAM Online",Active,Pre-paid,"NTTN, IIG, NIX",Divisional,,1,,Yes,"Abul Khayer Md. Fahad","Team Fahad",Naznin,"CS Shehave",Ejaz,Mahbub,2019-11-05,2019-11-04,Done,2023-11-01,No,
Live,012618376,"Santahar online",Active,Pre-paid,NTTN,"Thana - ISP",,1,,Yes,"S.M. Tanvir Rahman","Team Jahirul",Hasan,"CS Shehave",Nayeemur,Mahbub,2022-06-01,2022-06-01,Done,2027-04-24,No,
Live,012314027,"Santuri Net Link",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,No,"Tabassom Tamanna Haque","Team Abid",Mehedi,"CS Azim",Ejaz,Aftab,2024-12-01,2024-12-01,Done,2027-06-27,No,
Live,012204503,"Sara Networking System",Active,Pre-paid,"NTTN, IIG",Divisional,,1,,No,"Nubuiya Mahfuz Naimee","Team Fahad",Ehsanul,"CS Mithun",Ejaz,Mahbub,2024-09-13,2025-08-01,Done,2023-06-30,No,
Live,012312939,"Sarail Net",Active,Pre-paid,NTTN,Upazila/Thana,,0,,No,"Umaya Afrin Priya","Team Mitul",Hasnat,"CS Azim",Nayeemur,N/A,,,,,No,
Live,012518339,"Sarankhola ISP",Active,Pre-paid,"NTTN, IIG",Upazila/Thana,,1,,No,"Md. Fahim Ahmed","Team Ryhan",Hasnat,"CS Azim",Ejaz,Monira,,2025-08-02,WIP,2027-05-25,No,
Live,011904505,"Sarker Communication",Active,Pre-paid,"NTTN, IIG",Divisional,Both,1,,Yes,"Md. Mustafijur Rahman Shishir","Team Mitul",Khairul,"CS Tarikul",Waly,Monira,2019-04-08,2024-04-23,Done,2024-03-18,No,
Live,012307214,"Sayed Technology",Active,Pre-paid,"NTTN, IIG",District,,1,,No,"Md. Mustafijur Rahman Shishir","Team Mitul",Hasnat,"CS Azim",Waly,Monira,2024-04-06,2024-04-04,Done,2026-12-12,No,
Live,012203337,"Sayem Online Communication",Active,Pre-paid,NTTN,Divisional,,1,,Yes,"Md Mohsin Sujon","Team Sujon",Shohag,"CS Mithun",Ejaz,N/A,2018-02-23,,Done,2023-01-30,No,
Live,012518350,"SD Network",Active,Pre-paid,"NTTN, IIG",Upazila/Thana,,1,,Yes,"Tasnim Rahman Nafis","Team Sakib",Mehedi,"CS Azim",Nayeemur,Monira,,2025-08-02,,,No,
Live,012104556,"Search IT",Active,Pre-paid,"NTTN, IIG",Divisional,,0.75597341370019489,,No,"Jibeshwar Purakayastha","Team Talha",Shareef,"CS Tarikul",Ejaz,Mahbub,2019-10-05,2020-04-25,Done,2024-09-24,No,
Live,012209614,"Search Technology",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,No,"Roachi Shome","Team Talha",Sarwar,"CS Azim",Nayeemur,Mahbub,2022-06-01,2022-06-01,Done,2027-04-24,No,
Live,012204678,"Set Communication",Active,Pre-paid,"NTTN, IIG",Upazila/Thana,,1,,No,"Toukir Azam Chowdhury","Team Sujon",Anik,"CS Tarikul",Nayeemur,Mahbub,,2021-12-16,,,No,
Live,012209578,"Shadhinota Net",Active,Pre-paid,"NTTN, IIG",District,,1,,Yes,"Md. Taher Bin Hossain","Team Israfil",Shareef,"CS Tarikul",Ejaz,Monira,2023-09-19,2024-04-29,Done,2027-05-09,No,
Live,012104828,"Shafi Enterprise",Active,Pre-paid,"NTTN, IIG","Category - B",,1,,No,"SK Sanaullah","Team Ryhan",Ehsanul,"CS Mithun",Ejaz,Mahbub,2021-11-03,2021-10-16,Done,2024-01-10,No,
Live,012209324,"Shahadot Online",Active,Pre-paid,"NTTN, IIG",Divisional,,1,,No,"S.M. Tanvir Rahman","Team Jahirul",Anik,"CS Tarikul",Tanim,Mahbub,2022-10-01,2022-09-01,Done,2027-04-25,No,
Live,012307219,"Shahrasti Broadband Service",Active,Pre-paid,"NTTN, IIG",Upazila/Thana,,1,,No,"Jannatul Nayem","Team Mitul",Asif,"CS Shehave",Nayeemur,Mahbub,,2026-03-01,,,No,
Live,012418228,"Shajib Online",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,Yes,"Md.Mominul Islam","Team Fahad",Ehsanul,"CS Mithun",Ejaz,Monira,2024-07-01,2024-07-01,Done,2026-11-02,No,
Live,012106861,"Shamibag Broadband Internet",Active,Pre-paid,"NTTN, IIG","Category - A",,1,,Yes,"Syed Shihab Rahman","Team Abid",Ehsanul,"CS Mithun",Waly,Mahbub,2022-08-02,2021-12-01,Done,2024-08-27,No,
Live,022518340,"Sherpur Cable Netwark",Active,Pre-paid,NTTN,"Cable TV",,1,,No,"Md.Mominul Islam","Team Fahad",Shohag,"CS Mithun",Ejaz,N/A,,,Done,2025-12-31,No,
Live,012418281,"Shezan Net",Active,Pre-paid,"NTTN, IIG",Upazila/Thana,,1,,No,"Mushfek Arefin","Team Mosabbir",Anik,"CS Tarikul",Waly,Monira,,2024-12-31,Done,2028-01-11,No,
Live,012418205,"Shipon Internet",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,0.92360152874525037,,No,"Md. Wahiduzzaman Shanto","Team Ryhan",Hasnat,"CS Azim",Ejaz,Monira,2024-04-29,2024-04-29,Done,2028-01-31,No,
Live,012309645,"Shoukhin Online Service",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,No,"Md.Mominul Islam","Team Fahad",Anik,"CS Tarikul",N/A,Tawhid,,2025-06-29,Done,2024-12-11,No,
Live,012418249,"Siam Trading",Active,Pre-paid,"NTTN, IIG",Nationwide,,1,,No,"Toukir Azam Chowdhury","Team Sujon",Shehave,"CS Shehave",Waly,Aftab,,2026-04-01,,,No,
Live,012212869,"Signature International",Active,Pre-paid,IIG,District,,1,,No,"Md. Mahin Alam","Team Abid",Khairul,"CS Tarikul",N/A,Aftab,,2026-05-01,Done,2023-01-17,No,
Live,012004530,"Sinthia Telecom",Active,Pre+Post-paid,"NTTN, IIG",Divisional,,1,,Yes,"S.M. Tanvir Rahman","Team Jahirul",Khairul,"CS Tarikul",Ejaz,Aftab,2020-03-04,2020-03-04,Done,2023-01-17,No,
Live,012518308,"Sixty Four Networks Limited",Active,Pre-paid,NTTN,Divisional,,1,,Yes,"Md. Mahin Alam","Team Abid",Shareef,"CS Tarikul",Waly,N/A,2025-02-12,,Done,2027-04-27,No,
Live,012003377,"SK Link",Active,Pre+Post-paid,"NTTN, IIG",Divisional,1st,1,,No,"Md. Mustafijur Rahman Shishir","Team Mitul",Shohag,"CS Mithun",Nayeemur,Mahbub,2018-08-02,2018-07-31,Done,2023-02-10,No,
Live,012203324,"SK Traders",Active,Pre-paid,"NTTN, IIG, NIX",Nationwide,,1,,Yes,"Nubuiya Mahfuz Naimee","Team Fahad",Shareef,"CS Tarikul",Tanim,Mahbub,2023-12-02,2023-09-01,Done,2026-11-14,No,
Live,012103451,"Sky Business Center",Active,Pre-paid,"NTTN, IIG",District,,0.89951281225426627,,Yes,"K.M. Mazharul Islam","Team Mosabbir",Hasnat,"CS Azim",Waly,Mahbub,2021-12-31,2023-07-12,Done,2023-01-17,No,
Live,012204651,"Sky info Online",Active,Pre-paid,"NTTN, IIG",District,,1,,No,"S.M. Tanvir Rahman","Team Jahirul",Hasan,"CS Shehave",Ejaz,Mahbub,2021-09-02,2021-09-01,Done,2027-06-22,No,
Live,012207215,"Sky Net BD",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,No,"SK Sanaullah","Team Ryhan",Khairul,"CS Tarikul",Waly,Tawhid,,2024-05-06,Done,2026-12-20,No,
Live,022418279,"Sky Satellite Service",Active,Pre-paid,NTTN,"Cable TV",,1,,No,"K.M. Mazharul Islam","Team Mosabbir",Anik,"CS Tarikul",Ejaz,N/A,2024-12-02,,Done,2024-12-31,No,
Live,012518316,"Sky Systems Ltd.",Active,Pre-paid,NTTN,Divisional,,1,,Yes,"Tasnim Rahman Nafis","Team Sakib",Asif,"CS Shehave",Nayeemur,N/A,,,,,No,
Live,112203304,"Sky Tel Communications Ltd.",Active,Post-paid,"NTTN, ITC",IGW,,1,,Yes,"Mollick Tanzim Akhtar","Team Mosabbir",Ehsanul,"CS Mithun",Ejaz,Jubayar,2023-02-28,2016-05-22,Done,2027-04-11,No,
Live,012203450,"Sky View Online Ltd.",Active,Post-paid,NTTN,Nationwide,,1,,Yes,"Abul Khayer Md. Fahad","Team Fahad",Mithun,"CS Mithun",Waly,N/A,2018-09-01,,Done,2023-08-05,No,
Live,012204686,"Skylark Network",Active,Pre-paid,IIG,"Category - C",,1,,Yes,"Mollick Tanzim Akhtar","Team Mosabbir",Anik,"CS Tarikul",N/A,Mahbub,,2022-09-08,Done,2024-06-26,No,
Live,012206887,"Skynet Broadband Network",Active,Post-paid,"NTTN, IIG","Category - C",,1,,Yes,"Toukir Azam Chowdhury","Team Sujon",Shohag,"CS Mithun",Waly,Monira,2021-11-30,2021-12-01,Done,2023-07-15,No,
Live,012103456,"Skynet Broadband Service",Active,Pre-paid,"NTTN, IIG",Divisional,,1,,Yes,"Jibeshwar Purakayastha","Team Talha",Sarwar,"CS Azim",Waly,Monira,2021-12-04,2022-12-19,Done,2023-07-04,No,
Live,012312994,"Skynet Broadband Service (Cat C)",Active,Pre-paid,"NTTN, IIG","Category - C",,1,,Yes,"Md. Shamrat Shahriar","Team Ryhan",Naznin,"CS Shehave",Nayeemur,Mahbub,2023-05-01,2023-05-01,Done,2023-03-27,No,
Live,012303371,"Skynet Chowmuhani",Active,Post-paid,"NTTN, IIG",Divisional,1st,1,Yes,Yes,"MD. Abu  Sayeed","Team Mitul",Mithun,"CS Mithun",Waly,Aftab,2018-05-15,2018-05-15,Done,2023-01-14,No,
Live,012518314,"SM Internet Network",Active,Pre-paid,"NTTN, IIG",Upazila/Thana,,1,,Yes,"Jannatul Nayem","Team Mitul",Khairul,"CS Tarikul",Ejaz,Monira,,2025-03-19,Done,2024-08-04,No,
Live,012107098,"Smart Network",Active,Post-paid,"NTTN, IIG",District,,1,,No,"K.M. Mazharul Islam","Team Mosabbir",Hasan,"CS Shehave",Waly,Mahbub,2021-12-26,2023-02-01,Done,2026-10-27,No,
Live,042103228,"Softex Communications Ltd",Active,Post-paid,NTTN,ICX,,1,,No,"Umaya Afrin Priya","Team Mitul",Shohag,"CS Mithun",Tanim,N/A,2013-03-23,,Done,2027-02-11,No,
Live,012103102,SOL-BD,Active,Pre-paid,"NTTN, IIG",Divisional,,1,,Yes,"Jibeshwar Purakayastha","Team Talha",Khairul,"CS Tarikul",Tanim,Aftab,2017-04-01,2020-10-02,Done,2024-03-31,No,
Live,062003267,"Songbird Telecom Limited",Active,Post-paid,NTTN,IGW,,0,,Yes,"Syed Shihab Rahman","Team Abid",Shareef,"CS Tarikul",Nayeemur,N/A,2015-03-01,,Done,2027-07-26,No,
Live,012312998,"Songjozan Internet",Active,Pre-paid,NTTN,District,,0.97430276458409448,,No,"Kawsar Ahammed Siddiki","Team Israfil",Mehedi,"CS Azim",Ejaz,N/A,2023-07-28,,Done,2026-10-29,No,
Live,012104663,"Sony Cyber Net",Active,Pre-paid,"NTTN, IIG","Category - C",,1,,No,"S.M. Tanvir Rahman","Team Jahirul",Khairul,"CS Tarikul",Waly,Mahbub,2021-04-30,2021-05-01,Done,2026-01-11,No,
Live,012104845,"South Bangla Online",Active,Pre-paid,NTTN,"Thana - ISP",,1,,Yes,"Md. Fahim Ahmed","Team Ryhan",Anik,"CS Tarikul",Waly,N/A,2024-11-11,,Done,2024-02-18,No,
Live,012518351,"South Bangla Technology",Active,Pre-paid,"NTTN, IIG",District,,1,,No,"SK Sanaullah","Team Ryhan",Shehave,"CS Shehave",Nayeemur,Monira,,2025-10-10,,,No,
Live,012518345,"Spark Enterprise",Active,Pre-paid,"NTTN, IIG",Upazila/Thana,,1,,No,"Jannatul Nayem","Team Mitul",Shohag,"CS Mithun",Ejaz,Monira,,2025-10-04,,,No,
Live,012618370,"Spark IT",Active,Pre-paid,IIG,District,,1,,Yes,"SK Sanaullah","Team Ryhan",Mehedi,"CS Azim",N/A,Monira,,2026-03-12,,,No,
Live,012104676,"Spark Net",Active,Pre-paid,IIG,"Category - A",,1,,Yes,"Md. Fazle Rabbi","Team Sujon",Anik,"CS Tarikul",N/A,Mahbub,,2021-10-05,Done,2019-04-06,No,
Live,012309485,"Spectra Technologies Ltd.",Active,Pre-paid,NTTN,Divisional,,1,,Yes,"Md.Israfil Khan","Team Israfil",Mehedi,"CS Azim",Ejaz,Mahbub,2023-05-28,2023-02-04,Done,2027-04-25,No,
Live,012518342,"Speed Communication",Active,Pre-paid,"NTTN, IIG",Upazila/Thana,,1,,Yes,"Nubuiya Mahfuz Naimee","Team Fahad",Hasan,"CS Shehave",Ejaz,Mahbub,,2025-09-01,Done,2024-08-17,No,
Live,012204818,"Speed Net",Active,Post-paid,"NTTN, IIG","Category - C",,1,,Yes,"Md. Mahin Alam","Team Abid",Khairul,"CS Tarikul",Waly,Mahbub,2024-05-01,2021-10-21,Done,2023-07-10,No,
Live,012209505,"Speed Net Connection",Active,Pre-paid,IIG,"Category - C",,1,,No,"Md. Fazle Rabbi","Team Sujon",Mehedi,"CS Azim",N/A,Mahbub,,2022-09-02,Done,2023-02-07,No,
Live,012204742,"Speed Net Services@Cyber Cafe",Active,Pre-paid,"NTTN, IIG","Category - C",,1,,No,"Md.Mominul Islam","Team Fahad",Anik,"CS Tarikul",Waly,Monira,2021-10-02,2021-10-02,Done,2024-01-16,No,
Live,012208236,"Speed One",Active,Pre-paid,"NTTN, IIG","Category - C",,1,,Yes,"Md.Mominul Islam","Team Fahad",Khairul,"CS Tarikul",Nayeemur,Tawhid,2023-06-01,2022-04-15,Done,2023-07-22,No,
Live,012312931,"Speed Online",Active,Pre-paid,"IIG, NTTN","Thana - ISP",,1,,Yes,"Md. Mustafijur Rahman Shishir","Team Mitul",Tarikul,"CS Tarikul",Ejaz,Tawhid,2025-03-19,2024-03-15,Done,2023-04-21,No,
Live,012204775,"Speed Plus",Active,Pre-paid,NTTN,Upazila/Thana,,1,,Yes,"Md.Mominul Islam","Team Fahad",Mithun,"CS Mithun",Nayeemur,N/A,,,,,No,
Live,012312923,"Speed Touch Network & Technology",Active,Pre-paid,"NTTN, IIG",District,,1,,Yes,"Rubaiyat Rahman","Team Jahirul",Mehedi,"CS Azim",Tanim,Monira,2023-06-30,2023-11-02,Done,2026-12-12,No,
Live,012203157,"Square Informatix Limited",Active,Post-paid,NTTN,Nationwide,,1,,Yes,"Md Mohsin Sujon","Team Sujon",Khairul,"CS Tarikul",Waly,N/A,2011-11-10,,Done,2023-10-29,No,
Live,012206898,"Srfh Khan Online Boroadband Connection",Active,Pre-paid,"NTTN, IIG",Upazila/Thana,,1,,No,"Rubaet Bin Hasan","Team Jahirul",Mehedi,"CS Azim",Waly,Aftab,,2025-01-01,Done,2028-10-30,No,
Live,012204541,"Srizony Net",Active,Pre-paid,"NTTN, IIG",Divisional,,1,,No,"Md. Fahim Ahmed","Team Ryhan",Ehsanul,"CS Mithun",Waly,Monira,2019-11-27,2024-07-15,Done,2023-04-02,No,
Live,012204563,"SS Online",Active,Pre-paid,"NTTN, IIG",Divisional,,0.50103162411405078,,Yes,"Mollick Tanzim Akhtar","Team Mosabbir",Naznin,"CS Shehave",Ejaz,Mahbub,2019-11-02,2019-11-01,Expired,2024-02-19,No,
Live,012212764,"SSTN Technology",Active,Pre-paid,"NTTN, IIG",Divisional,,1,,Yes,"Md. Abid Hasan","Team Abid",Mehedi,"CS Azim",Nayeemur,Monira,,2026-02-01,,,No,
Live,012004540,"Star Communication",Active,Pre-paid,"NTTN, IIG",Divisional,,1,,Yes,"Abu Talha Shawon","Team Talha",Asif,"CS Shehave",Waly,Mahbub,2020-03-12,2020-09-30,Done,2024-08-24,No,
Live,012317106,"Star IT",Active,Pre-paid,NTTN,Divisional,,1,,Yes,"Md. Taher Bin Hossain","Team Israfil",Anik,"CS Tarikul",Nayeemur,N/A,2023-12-31,,Done,2025-03-08,No,
Live,012418286,"Star Net",Active,Pre-paid,"NTTN, IIG",Upazila/Thana,,1,,No,"Md. Sohel Rana","Team Jahirul",Mehedi,"CS Azim",Ejaz,Aftab,2025-03-19,2025-03-19,Done,2023-05-15,No,
Live,012209545,"Star Network",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,No,"Asif Ahamed Dipu","Team Ryhan",Ehsanul,"CS Mithun",Waly,Monira,2024-06-01,2024-06-01,Done,2025-12-28,No,
Live,012208244,"Star Network BD",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,Yes,"Md. Mahin Alam","Team Abid",Shehave,"CS Shehave",Nayeemur,Tawhid,,2025-11-03,,,No,
Live,012104819,"Star Online",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,Yes,"S.M. Tanvir Rahman","Team Jahirul",Hasan,"CS Shehave",Waly,Mahbub,2023-03-29,2021-10-01,Done,2024-02-03,No,
Live,012212759,"Stardust Telecom Ltd.",Active,Post-paid,"NTTN, IIG",Nationwide,,1,,Yes,"Syed Shihab Rahman","Team Abid",Mithun,"CS Mithun",Tanim,Aftab,2022-10-01,2022-10-01,Done,2023-02-25,No,
Live,012303047,"Stargate Communications Ltd.",Active,Post-paid,"NTTN, IIG",Nationwide,1st,0.85066603958615206,Yes,Yes,"Abu Talha Shawon","Team Talha",Shohag,"CS Mithun",Tanim,Aftab,2015-03-25,2015-01-18,Done,2024-08-02,No,
Live,012518332,"Starlink Services Bangladesh Ltd",Active,Post-paid,"NTTN, IIG",Nationwide,,1,,No,"Mosabbir Hussain","Team Mosabbir",Tarikul,"CS Tarikul",Jubayar,Aftab,,2025-06-19,,,No,
